gene_id,locus_tag
SGL_RS06675,slr1224
SGL_RS06680,slr1225
SGL_RS06685,sll1138
SGL_RS06690,slr1226
SGL_RS06695,slr1227
SGL_RS06700,slr1228
SGL_RS06705,slr1229
SGL_RS06710,slr1230
SGL_RS06715,sll1135
SGL_RS06720,slr1232
SGL_RS06725,ssr2047
SGL_RS06730,slr1233
SGL_RS06735,ssr2049
SGL_RS06740,slr1234
SGL_RS06745,slr1235
SGL_RS06750,slr1236
SGL_RS06755,ssl2250
SGL_RS06760,sll1132
SGL_RS06765,sll1131
SGL_RS06770,slr1237
SGL_RS06775,sll1130
SGL_RS06780,ssl2245
SGL_RS06785,sll1129
SGL_RS06790,ssr2060
SGL_RS06795,ssr2061
SGL_RS06800,slr1238
SGL_RS06805,ssr2062
SGL_RS06810,sll1127
SGL_RS06815,slr1239
SGL_RS06820,slr1240
SGL_RS06825,slr1241
SGL_RS06830,SGL_RS06830
SGL_RS06835,ssr2067
SGL_RS06840,slr1434
SGL_RS06845,slr1435
SGL_RS06850,slr1436
SGL_RS06855,slr1437
SGL_RS06860,slr1438
SGL_RS06865,sll1362
SGL_RS06870,ssr2406
SGL_RS06875,sll1360
SGL_RS06880,slr1440
SGL_RS06885,sll1359
SGL_RS06890,sll1358
SGL_RS06895,sll1356
SGL_RS20125,SGL_RS20125
SGL_RS06900,slr1441
SGL_RS06905,sll1355
SGL_RS06910,SGL_RS06910
SGL_RS06915,slr1442
SGL_RS06920,slr1443
SGL_RS06925,slr1444
SGL_RS06930,ssr2422
SGL_RS06935,ST6803t11
SGL_RS06940,sll1354
SGL_RS06945,sll1353
SGL_RS06950,sll1352
SGL_RS06955,slr1448
SGL_RS06960,slr1449
SGL_RS06965,slr1450
SGL_RS06970,sll1350
SGL_RS06975,sll1349
SGL_RS06980,sll1348
SGL_RS06985,sll1282
SGL_RS06990,SGL_RS06990
SGL_RS06995,ST6803t12
SGL_RS18755,SGL_RS18755
SGL_RS20130,SGL_RS20130
SGL_RS07010,slr1356
SGL_RS18760,SGL_RS18760
SGL_RS07025,sll1277
SGL_RS07030,sll1276
SGL_RS07035,sll1275
SGL_RS07040,slr1362
SGL_RS07045,sll1274
SGL_RS07050,slr1363
SGL_RS07055,slr1364
SGL_RS07060,slr1365
SGL_RS07065,slr1366
SGL_RS07070,sll1273
SGL_RS07075,sll1272
SGL_RS07080,SGL_RS07080
SGL_RS07085,sll1271
SGL_RS07090,sll1270
SGL_RS07095,ssl2501
SGL_RS07100,slr1367
SGL_RS07105,slr1368
SGL_RS07110,slr1369
SGL_RS07115,sll1268
SGL_RS07120,sll1267
SGL_RS07125,sll1265
SGL_RS07130,sll0877
SGL_RS07135,slr0875
SGL_RS07140,sll0876
SGL_RS07145,sll0875
SGL_RS07150,slr0876
SGL_RS07155,ssr1480
SGL_RS07160,slr0877
SGL_RS07165,slr0878
SGL_RS07170,slr0879
SGL_RS07175,slr0880
SGL_RS07180,sll0873
SGL_RS18765,SGL_RS18765
SGL_RS07185,slr0881
SGL_RS19815,SGL_RS19815
SGL_RS19820,SGL_RS19820
SGL_RS07195,slr0882
SGL_RS19440,SGL_RS19440
SGL_RS07200,slr0883
SGL_RS07205,sll0871
SGL_RS07210,SGL_RS07210
SGL_RS07215,slr0884
SGL_RS07225,slr0885
SGL_RS07230,sll0869
SGL_RS07235,sll0868
SGL_RS07240,sll0867
SGL_RS07245,slr0886
SGL_RS07250,slr0887
SGL_RS07260,slr0888
SGL_RS07265,slr0889
SGL_RS07270,ssr1499
SGL_RS07275,slr0890
SGL_RS07280,sll0865
SGL_RS07285,slr0891
SGL_RS07290,sll0864
SGL_RS07295,sll0863
SGL_RS07300,sll0862
SGL_RS07305,sll0861
SGL_RS07310,sll0860
SGL_RS07315,sll1317
SGL_RS07320,sll1316
SGL_RS07325,ssl2598
SGL_RS18770,SGL_RS18770
SGL_RS07330,ssl2595
SGL_RS07335,sll1315
SGL_RS07340,sll1314
SGL_RS20135,SGL_RS20135
SGL_RS07350,sll1308
SGL_RS07355,slr1406
SGL_RS07360,slr1407
SGL_RS07365,slr1409
SGL_RS07370,slr1410
SGL_RS07375,sll1307
SGL_RS07380,sll1306
SGL_RS07385,sll1305
SGL_RS07390,sll1304
SGL_RS07395,sll1785
SGL_RS19575,SGL_RS19575
SGL_RS07400,sll1784
SGL_RS07405,sll1783
SGL_RS07410,slr1852
SGL_RS07415,slr1853
SGL_RS07420,slr1854
SGL_RS07425,slr1855
SGL_RS07430,slr1856
SGL_RS07435,slr1857
SGL_RS07440,slr1859
SGL_RS07445,slr1860
SGL_RS07450,slr1861
SGL_RS07455,slr1862
SGL_RS07460,sll1780
SGL_RS07465,slr1863
SGL_RS07470,slr1864
SGL_RS07475,slr1865
SGL_RS07480,slr1866
SGL_RS07485,slr1867
SGL_RS07490,sll1776
SGL_RS07495,sll1775
SGL_RS07500,SGL_RS07500
SGL_RS07505,sll1774
SGL_RS07510,slr1869
SGL_RS07515,SGL_RS07515
SGL_RS19445,SGL_RS19445
SGL_RS07520,slr1870
SGL_RS07525,SGL_RS07525
SGL_RS07530,sll1773
SGL_RS07535,slr1871
SGL_RS07540,sll1772
SGL_RS07545,sll1771
SGL_RS07550,sll1770
SGL_RS07555,SGL_RS07555
SGL_RS07560,sll1769
SGL_RS07565,ssl3383
SGL_RS19580,SGL_RS19580
SGL_RS07570,sll1768
SGL_RS07575,slr1874
SGL_RS07580,slr1875
SGL_RS07585,ssl3379
SGL_RS07590,slr1876
SGL_RS07595,sll1767
SGL_RS07600,slr1877
SGL_RS07605,slr1878
SGL_RS07610,sll1766
SGL_RS07615,sll1765
SGL_RS07620,sll1764
SGL_RS07625,sll1763
SGL_RS07630,sll1762
SGL_RS07635,slr1879
SGL_RS07640,sll1761
SGL_RS07645,sll1760
SGL_RS07650,slr1880
SGL_RS07655,sll1758
SGL_RS07660,ssr3184
SGL_RS07665,slr1881
SGL_RS07670,slr1882
SGL_RS07675,sll1757
SGL_RS07680,ssr3188
SGL_RS07685,ssl3364
SGL_RS07690,slr1884
SGL_RS19585,SGL_RS19585
SGL_RS07695,slr1885
SGL_RS07700,slr1886
SGL_RS07705,sll1755
SGL_RS07710,slr1887
SGL_RS07715,slr1888
SGL_RS07720,slr2132
SGL_RS07725,sll2015
SGL_RS07730,sll2014
SGL_RS07735,sll2013
SGL_RS07740,sll2012
SGL_RS07745,SGL_RS07745
SGL_RS07750,sll2011
SGL_RS07755,sll2010
SGL_RS07760,sll2009
SGL_RS07765,sll2008
SGL_RS07770,slr2135
SGL_RS07775,slr2136
SGL_RS07780,sll2007
SGL_RS07785,sll2006
SGL_RS07790,sll2005
SGL_RS07795,ssl3829
SGL_RS19450,SGL_RS19450
SGL_RS07800,sml0007
SGL_RS07805,slr2141
SGL_RS07810,sll2003
SGL_RS07815,slr2143
SGL_RS07820,sll2002
SGL_RS07825,slr2144
SGL_RS07830,slr1803
SGL_RS07835,sll1710
SGL_RS07840,sll1709
SGL_RS07845,ssl3291
SGL_RS07850,sll1708
SGL_RS07855,slr1805
SGL_RS07860,sll1704
SGL_RS07865,sll1703
SGL_RS07870,sll1702
SGL_RS07875,slr1807
SGL_RS07880,slr1808
SGL_RS07885,slr1809
SGL_RS07890,sll1699
SGL_RS07895,sll1698
SGL_RS20140,SGL_RS20140
SGL_RS07900,sll1697
SGL_RS07905,slr1811
SGL_RS07910,slr1812
SGL_RS07915,slr1813
SGL_RS07920,slr1814
SGL_RS07925,slr1815
SGL_RS07930,slr1816
SGL_RS07935,sll1696
SGL_RS07940,sll1695
SGL_RS07945,sll1694
SGL_RS07950,sll1693
SGL_RS07955,slr1818
SGL_RS07960,sll1692
SGL_RS07965,sll1691
SGL_RS07970,slr1819
SGL_RS07975,sll1689
SGL_RS07980,sll1688
SGL_RS07985,slr1820
SGL_RS07990,sll1687
SGL_RS07995,slr1821
SGL_RS08000,slr1822
SGL_RS08005,slr1732
SGL_RS08010,sll1631
SGL_RS08015,sll1630
SGL_RS08020,sll1629
SGL_RS08025,sll1628
SGL_RS08030,slr1734
SGL_RS08035,slr1735
SGL_RS08040,sll1626
SGL_RS08045,sll1625
SGL_RS08055,sll1624
SGL_RS08060,sll1623
SGL_RS08065,slr1736
SGL_RS08070,slr1737
SGL_RS08075,sll1621
SGL_RS08080,slr1738
SGL_RS08085,sll1620
SGL_RS08090,slr1739
SGL_RS08095,slr1740
SGL_RS08100,ST6803t13
SGL_RS08105,sll1618
SGL_RS08110,slr1742
SGL_RS08115,slr1743
SGL_RS08120,slr1744
SGL_RS08125,slr1746
SGL_RS08130,slr1747
SGL_RS08135,slr0851
SGL_RS08140,slr0852
SGL_RS08145,slr0853
SGL_RS08150,slr0854
SGL_RS08155,sll0858
SGL_RS08160,sll0857
SGL_RS08165,sll0856
SGL_RS08170,sll0855
SGL_RS08175,sll0854
SGL_RS08180,sll0853
SGL_RS08185,SGL_RS08185
SGL_RS19835,SGL_RS19835
SGL_RS19840,SGL_RS19840
SGL_RS08200,sll0851
SGL_RS08205,sll0849
SGL_RS08210,sll0848
SGL_RS08215,sll0847
SGL_RS08220,slr0861
SGL_RS08225,sll0846
SGL_RS08230,slr0862
SGL_RS08235,slr0863
SGL_RS08240,sll0844
SGL_RS08245,sll0843
SGL_RS08250,sll0842
SGL_RS08255,slr0864
SGL_RS08260,slr0865
SGL_RS08265,sll0839
SGL_RS08270,sll0838
SGL_RS08275,sll0837
SGL_RS19845,SGL_RS19845
SGL_RS19850,SGL_RS19850
SGL_RS19455,SGL_RS19455
SGL_RS08285,slr0868
SGL_RS18780,SGL_RS18780
SGL_RS08290,slr0869
SGL_RS08295,slr0870
SGL_RS08300,slr0871
SGL_RS08305,SGL_RS08305
SGL_RS08310,slr0872
SGL_RS08315,sll1165
SGL_RS08320,slr1243
SGL_RS08325,sll1164
SGL_RS08330,sll1163
SGL_RS08335,sll1162
SGL_RS08340,sll1161
SGL_RS08345,sll1160
SGL_RS08350,sll1159
SGL_RS08355,sll1158
SGL_RS08360,slr1245
SGL_RS18785,true
SGL_RS18790,SGL_RS18790
SGL_RS08380,sll1155
SGL_RS08385,sll1154
SGL_RS08390,slr1247
SGL_RS08395,slr1248
SGL_RS08400,slr1249
SGL_RS08405,slr1250
SGL_RS08410,slr1251
SGL_RS08415,ssl2296
SGL_RS08420,sll1151
SGL_RS08425,ssr2087
SGL_RS08430,sll1150
SGL_RS08435,slr1253
SGL_RS08440,slr1254
SGL_RS08445,slr1255
SGL_RS08450,sll1147
SGL_RS08455,slr1256
SGL_RS08460,ST6803t14
SGL_RS08465,slr1257
SGL_RS08470,slr1258
SGL_RS08475,slr1259
SGL_RS08480,slr1260
SGL_RS08485,slr1261
SGL_RS08490,slr1262
SGL_RS08495,slr1263
SGL_RS08500,sll1961
SGL_RS08505,sll1960
SGL_RS08510,sll1959
SGL_RS08515,sll1958
SGL_RS08520,sll1957
SGL_RS08525,slr2057
SGL_RS08530,slr2058
SGL_RS08535,slr2059
SGL_RS08540,slr2060
SGL_RS08545,sll1956
SGL_RS19590,SGL_RS19590
SGL_RS08555,ssl3692
SGL_RS08560,slr2062
SGL_RS08565,sll1951
SGL_RS08570,sll1950
SGL_RS08575,sll1949
SGL_RS08580,slr2067
SGL_RS08585,slr1986
SGL_RS08590,ssr3383
SGL_RS08595,sll1909
SGL_RS08600,sll1908
SGL_RS08605,slr1990
SGL_RS08610,slr1991
SGL_RS08615,slr1992
SGL_RS08620,slr1993
SGL_RS08625,slr1994
SGL_RS08630,sll1906
SGL_RS08635,sll1905
SGL_RS08640,slr1998
SGL_RS18805,SGL_RS18805
SGL_RS08650,slr2000
SGL_RS08655,slr2001
SGL_RS08660,slr2002
SGL_RS08665,slr2003
SGL_RS08670,sll1902
SGL_RS08675,ssr3402
SGL_RS08680,slr2004
SGL_RS08690,slr1712
SGL_RS08695,sll1615
SGL_RS08700,sll1614
SGL_RS08705,sll1613
SGL_RS08710,sll1612
SGL_RS08715,sll1611
SGL_RS19855,SGL_RS19855
SGL_RS18810,SGL_RS18810
SGL_RS08730,sll1609
SGL_RS08735,sll1608
SGL_RS18815,true
SGL_RS08740,SGL_RS08740
SGL_RS08745,slr1717
SGL_RS08750,sll1606
SGL_RS08755,sll1605
SGL_RS08760,SGL_RS08760
SGL_RS08765,slr1718
SGL_RS08770,slr1719
SGL_RS08775,slr1720
SGL_RS08780,slr1721
SGL_RS08785,slr1722
SGL_RS08790,slr1723
SGL_RS08795,sll1601
SGL_RS08800,slr1724
SGL_RS08805,ssl3127
SGL_RS08810,sll1600
SGL_RS08815,sll1599
SGL_RS08820,sll1598
SGL_RS08825,true
SGL_RS08830,sll1596
SGL_RS08835,sll1595
SGL_RS08840,slr1726
SGL_RS08845,sll1594
SGL_RS08850,slr1727
SGL_RS08855,sll1592
SGL_RS08860,sll1590
SGL_RS08865,slr1728
SGL_RS08870,slr1729
SGL_RS08875,ssr2912
SGL_RS08880,slr1730
SGL_RS08885,slr1731
SGL_RS08890,sll1586
SGL_RS08895,sll0254
SGL_RS08900,sll0253
SGL_RS08905,slr0260
SGL_RS08910,ssl0467
SGL_RS08915,sll0252
SGL_RS08920,slr0261
SGL_RS08925,slr0262
SGL_RS08930,slr0263
SGL_RS08935,slr0264
SGL_RS08940,slr0265
SGL_RS08945,sll0250
SGL_RS08950,ssl0461
SGL_RS08955,sll0249
SGL_RS08960,sll0248
SGL_RS19340,SGL_RS19340
SGL_RS08965,sll0247
SGL_RS08970,slr0267
SGL_RS08975,sll0245
SGL_RS08980,sll0244
SGL_RS08985,slr0269
SGL_RS08990,slr0270
SGL_RS08995,ssl0453
SGL_RS09000,ssl0452
SGL_RS09005,slr0271
SGL_RS09010,slr0272
SGL_RS09015,slr0273
SGL_RS09020,sll0243
SGL_RS09025,sll0242
SGL_RS09030,sll0241
SGL_RS09035,sll0240
SGL_RS09040,sll0238
SGL_RS09045,sll0237
SGL_RS09050,ssl0438
SGL_RS09055,sll0236
SGL_RS09060,slr2079
SGL_RS09065,ssr3532
SGL_RS18825,SGL_RS18825
SGL_RS09070,slr2081
SGL_RS09075,slr2082
SGL_RS09080,slr2083
SGL_RS09085,slr2084
SGL_RS09090,sll1988
SGL_RS09095,sll1987
SGL_RS09100,slr2087
SGL_RS09105,slr2088
SGL_RS09110,slr2089
SGL_RS09115,ST6803t15
SGL_RS09125,true
SGL_RS18830,SGL_RS18830
SGL_RS19860,SGL_RS19860
SGL_RS09140,true
SGL_RS09145,true
SGL_RS09150,sll1981
SGL_RS09155,ssl3769
SGL_RS09160,sll1980
SGL_RS09165,sll1979
SGL_RS09170,slr2094
SGL_RS18835,SGL_RS18835
SGL_RS09185,slr2097
SGL_RS09190,slr2098
SGL_RS09195,slr2099
SGL_RS09200,slr2100
SGL_RS09205,slr2101
SGL_RS09210,slr2102
SGL_RS09215,slr2103
SGL_RS09220,slr2104
SGL_RS09225,sll1973
SGL_RS09230,slr2105
SGL_RS09235,sll1430
SGL_RS09240,sll1429
SGL_RS09245,ssl2789
SGL_RS09250,sll1428
SGL_RS09255,slr1503
SGL_RS09260,sll1427
SGL_RS09265,sll1426
SGL_RS09270,sll1425
SGL_RS09275,slr1505
SGL_RS09280,sll1424
SGL_RS09285,sll1423
SGL_RS09290,ssl2781
SGL_RS09295,slr1506
SGL_RS09305,slr1507
SGL_RS09310,slr1508
SGL_RS09315,slr1509
SGL_RS09320,slr1510
SGL_RS09325,slr1511
SGL_RS09330,sll1418
SGL_RS18840,SGL_RS18840
SGL_RS09335,slr1512
SGL_RS09340,slr1513
SGL_RS09345,sll1415
SGL_RS09350,sll1414
SGL_RS19595,SGL_RS19595
SGL_RS09360,slr1515
SGL_RS09365,ssr2551
SGL_RS09370,slr1516
SGL_RS09375,slr1517
SGL_RS09380,ssr2554
SGL_RS09385,slr1518
SGL_RS09390,slr1519
SGL_RS09395,slr1520
SGL_RS09400,slr1521
SGL_RS09405,slr1522
SGL_RS09410,slr1523
SGL_RS18845,SGL_RS18845
SGL_RS18850,true
SGL_RS09420,sll1411
SGL_RS09425,ssl2749
SGL_RS09430,sll2001
SGL_RS09435,ST6803t16
SGL_RS09440,ssr3570
SGL_RS09445,ssr3571
SGL_RS09450,SGL_RS09450
SGL_RS09455,slr2107
SGL_RS09460,slr2108
SGL_RS09465,true
SGL_RS18855,SGL_RS18855
SGL_RS09480,true
SGL_RS09485,slr2110
SGL_RS09490,slr2111
SGL_RS19865,SGL_RS19865
SGL_RS18860,SGL_RS18860
SGL_RS09505,slr2114
SGL_RS09510,slr2115
SGL_RS09515,slr2116
SGL_RS09520,slr2117
SGL_RS09525,SGL_RS09525
SGL_RS09530,slr2118
SGL_RS09535,slr2119
SGL_RS09540,slr2120
SGL_RS09545,slr2121
SGL_RS09550,slr2122
SGL_RS09555,slr2123
SGL_RS09560,slr2124
SGL_RS09565,slr2125
SGL_RS09570,slr2126
SGL_RS09575,slr2127
SGL_RS09580,slr2128
SGL_RS09585,sll1995
SGL_RS09590,sll1994
SGL_RS09595,sll1994a
SGL_RS09600,slr2130
SGL_RS09605,slr2131
SGL_RS09610,SGL_RS09610
SGL_RS09615,SGL_RS09615
SGL_RS09620,sll1241
SGL_RS09625,sll1240
SGL_RS09630,sll1239
SGL_RS09635,slr1322
SGL_RS09640,sll1237
SGL_RS09645,slr1324
SGL_RS09650,ssr2194
SGL_RS09655,sll1236
SGL_RS09660,slr1325
SGL_RS09665,sll1234
SGL_RS09670,ssr2201
SGL_RS09675,slr1327
SGL_RS09680,sll1233
SGL_RS09685,sll1232
SGL_RS09690,sll1231
SGL_RS09695,sll1229
SGL_RS19870,SGL_RS19870
SGL_RS09700,sll1228
SGL_RS09705,slr1329
SGL_RS09710,slr1330
SGL_RS09715,slr1331
SGL_RS09720,slr1332
SGL_RS09725,sll1226
SGL_RS09730,sll1225
SGL_RS09735,ssl2420
SGL_RS09740,sll1224
SGL_RS09745,sll1223
SGL_RS09750,sll1222
SGL_RS09755,sll1221
SGL_RS09760,sll1220
SGL_RS19200,true
SGL_RS09770,SGL_RS09770
SGL_RS09775,slr1334
SGL_RS20145,SGL_RS20145
SGL_RS09780,sll1218
SGL_RS09785,sll1217
SGL_RS09790,ssr1375
SGL_RS09795,slr0804
SGL_RS09800,slr0806
SGL_RS09805,sml0008
SGL_RS09810,sll0819
SGL_RS09815,slr0807
SGL_RS09820,slr0808
SGL_RS09825,slr0809
SGL_RS09830,slr0810
SGL_RS09835,sll0818
SGL_RS09840,ssl1520
SGL_RS09845,sll0817
SGL_RS09850,sll0816
SGL_RS09855,sll0815
SGL_RS09860,sll0814
SGL_RS09865,sll0813
SGL_RS09870,slr0812
SGL_RS09875,slr0813
SGL_RS09880,sll0812
SGL_RS09885,ssr1386
SGL_RS09890,slr0815
SGL_RS09895,slr0816
SGL_RS19875,true
SGL_RS19215,true
SGL_RS09905,sll0809
SGL_RS09910,ST6803t17
SGL_RS09915,slr0817
SGL_RS09920,slr0818
SGL_RS09925,slr0819
SGL_RS09930,ssr1391
SGL_RS09935,slr0820
SGL_RS09940,true
SGL_RS09945,slr0821
SGL_RS09950,sll0807
SGL_RS09955,slr0822
SGL_RS09960,slr0823
SGL_RS09965,sll0804
SGL_RS09970,sll0803
SGL_RS09975,sll0802
SGL_RS09980,ssl1498
SGL_RS09985,sll1263
SGL_RS09990,sll1262
SGL_RS10000,sll1261
SGL_RS19460,SGL_RS19460
SGL_RS10005,sll1260
SGL_RS10010,ST6803t18
SGL_RS10015,slr1336
SGL_RS10020,sll1258
SGL_RS18875,SGL_RS18875
SGL_RS19880,SGL_RS19880
SGL_RS10035,slr1338
SGL_RS10040,slr1339
SGL_RS10045,slr1340
SGL_RS10055,sll1255
SGL_RS10060,sll1254
SGL_RS10065,slr1342
SGL_RS10070,slr1343
SGL_RS10075,sll1253
SGL_RS10080,sll1252
SGL_RS10085,slr1344
SGL_RS10090,sll1251
SGL_RS19885,true
SGL_RS10105,sll1249
SGL_RS10110,slr1347
SGL_RS10115,slr1348
SGL_RS10125,slr1349
SGL_RS10130,slr1350
SGL_RS10135,sll1247
SGL_RS10140,slr1351
SGL_RS10145,sll1245
SGL_RS10150,sll1244
SGL_RS10155,slr1353
SGL_RS10160,sll1242
SGL_RS10165,slr1956
SGL_RS10175,slr1957
SGL_RS10180,slr1958
SGL_RS10185,sll1900
SGL_RS10190,ssl3580
SGL_RS10195,sll1899
SGL_RS10200,sll1898
SGL_RS10205,slr1959
SGL_RS10210,sll1897
SGL_RS18885,true
SGL_RS10215,ssl3573
SGL_RS10220,slr1962
SGL_RS10225,sll1895
SGL_RS10230,slr1963
SGL_RS10235,slr1964
SGL_RS10240,sll1894
SGL_RS10245,slr1966
SGL_RS10250,sll1893
SGL_RS10255,sll1892
SGL_RS10260,slr1968
SGL_RS10265,sll1891
SGL_RS10270,sll1890
SGL_RS10275,slr1969
SGL_RS10280,ssr3341
SGL_RS10285,slr1970
SGL_RS10290,slr1971
SGL_RS10295,sll1888
SGL_RS10300,ssl3549
SGL_RS10305,slr1972
SGL_RS10310,sll1886
SGL_RS10315,sll1885
SGL_RS10320,slr1974
SGL_RS10325,sll1884
SGL_RS10330,sll1883
SGL_RS10335,sll1882
SGL_RS10340,slr1975
SGL_RS10345,sll1880
SGL_RS10350,sll1879
SGL_RS10355,sll1878
SGL_RS10360,slr1977
SGL_RS10365,slr1978
SGL_RS10370,slr1979
SGL_RS10375,slr1980
SGL_RS10380,sll1876
SGL_RS10385,sll1875
SGL_RS10390,sll1874
SGL_RS10395,sll1873
SGL_RS10400,sll1872
SGL_RS10405,sll1871
SGL_RS10410,slr1982
SGL_RS10415,slr1983
SGL_RS10420,sll1870
SGL_RS10425,sll1869
SGL_RS10430,slr1984
SGL_RS10435,sll1868
SGL_RS10440,sll1867
SGL_RS10445,sll1866
SGL_RS10450,sll1390
SGL_RS10455,ssl2717
SGL_RS10460,sll1389
SGL_RS10465,sll1388
SGL_RS10470,ST6803t19
SGL_RS10475,smr0010
SGL_RS10480,sll1387
SGL_RS10485,sll1386
SGL_RS10490,slr1467
SGL_RS10495,slr1468
SGL_RS18890,SGL_RS18890
SGL_RS10500,slr1469
SGL_RS10505,slr1470
SGL_RS10510,slr1471
SGL_RS10515,slr1472
SGL_RS10520,sll1384
SGL_RS10525,sll1383
SGL_RS10530,sll1382
SGL_RS10535,ST6803t20
SGL_RS18415,SGL_RS18415
SGL_RS10540,slr1474
SGL_RS10545,sll1381
SGL_RS10550,sll1380
SGL_RS10555,slr1476
SGL_RS10560,ST6803t21
SGL_RS10565,sll1378
SGL_RS10570,sll1377
SGL_RS10575,slr1478
SGL_RS10580,sll1376
SGL_RS10585,sll1374
SGL_RS19605,SGL_RS19605
SGL_RS10595,sll1373
SGL_RS10600,sll1372
SGL_RS10605,sll1371
SGL_RS10610,sll1370
SGL_RS10615,sll1369
SGL_RS10620,sll1182
SGL_RS10625,sll1181
SGL_RS10630,sll1180
SGL_RS10640,slr1265
SGL_RS10645,sll1178
SGL_RS10650,slr1266
SGL_RS10655,slr1267
SGL_RS10660,slr1269
SGL_RS10665,slr1270
SGL_RS10670,slr1271
SGL_RS20030,SGL_RS20030
SGL_RS10680,slr1273
SGL_RS10685,slr1274
SGL_RS10690,slr1275
SGL_RS10695,slr1276
SGL_RS10700,slr1277
SGL_RS10705,sll1174
SGL_RS10710,sll1173
SGL_RS10715,slr1278
SGL_RS10720,sll1172
SGL_RS10725,slr1279
SGL_RS10730,slr1280
SGL_RS10735,slr1281
SGL_RS18900,true
SGL_RS10750,sll1170
SGL_RS10755,sll1169
SGL_RS10760,slr1285
SGL_RS10765,sll1167
SGL_RS10770,ssr2130
SGL_RS10775,slr1287
SGL_RS10780,slr1288
SGL_RS18420,SGL_RS18420
SGL_RS10785,sll1166
SGL_RS10790,sll1447
SGL_RS10795,sll1446
SGL_RS10800,sll1444
SGL_RS10805,sll1443
SGL_RS10810,SGL_RS10810
SGL_RS10815,sll1442
SGL_RS10820,slr1529
SGL_RS10825,sll1441
SGL_RS10830,sll1440
SGL_RS10835,slr1530
SGL_RS10840,sll1439
SGL_RS10845,SGL_RS10845
SGL_RS10850,slr1531
SGL_RS18905,SGL_RS18905
SGL_RS19895,SGL_RS19895
SGL_RS10865,sll1435
SGL_RS10870,sll1434
SGL_RS10875,sll1433
SGL_RS10880,sll1432
SGL_RS10885,slr1533
SGL_RS10890,slr1534
SGL_RS10895,slr1152
SGL_RS10900,ssl2162
SGL_RS10905,sll1104
SGL_RS10910,sll1103
SGL_RS10915,sll1102
SGL_RS10920,sll1101
SGL_RS10925,sll1099
SGL_RS10930,sll1098
SGL_RS10935,sll1097
SGL_RS10940,sll1096
SGL_RS10945,sll1095
SGL_RS10950,slr1159
SGL_RS10955,slr1160
SGL_RS10960,ssl2153
SGL_RS19900,SGL_RS19900
SGL_RS19905,SGL_RS19905
SGL_RS10975,slr1161
SGL_RS10980,slr1162
SGL_RS10985,slr1163
SGL_RS10990,ssl2148
SGL_RS10995,slr1164
SGL_RS11000,slr1165
SGL_RS11005,slr1166
SGL_RS11010,sll1092
SGL_RS11015,ssl2138
SGL_RS11020,sll1091
SGL_RS11025,slr1167
SGL_RS11030,slr1168
SGL_RS11035,slr1169
SGL_RS11040,slr1170
SGL_RS11045,slr1171
SGL_RS11050,SGL_RS11050
SGL_RS11055,sll1089
SGL_RS11060,sll1087
SGL_RS11065,sll1086
SGL_RS11070,slr1173
SGL_RS19610,SGL_RS19610
SGL_RS11075,slr1174
SGL_RS11080,sll1085
SGL_RS11085,sll1566
SGL_RS20205,SGL_RS20205
SGL_RS11090,slr1670
SGL_RS11095,slr1672
SGL_RS11100,slr1673
SGL_RS11105,slr1674
SGL_RS11110,slr1675
SGL_RS11115,slr1676
SGL_RS11120,slr1677
SGL_RS11125,slr1678
SGL_RS11130,ssr2799
SGL_RS11135,slr1679
SGL_RS11140,sll1564
SGL_RS11145,ssr2802
SGL_RS19910,true
SGL_RS11155,ssr2806
SGL_RS11160,sll1563
SGL_RS11165,sll1562
SGL_RS11170,sll1561
SGL_RS11175,slr1681
SGL_RS11180,slr1682
SGL_RS11185,sll1560
SGL_RS11190,slr1683
SGL_RS19230,SGL_RS19230
SGL_RS18925,true
SGL_RS11200,sll1559
SGL_RS11205,slr1686
SGL_RS11210,ssl3044
SGL_RS11215,slr1687
SGL_RS11220,sll1558
SGL_RS11225,sll1557
SGL_RS11230,sll1556
SGL_RS11235,sll1555
SGL_RS11240,ssr2831
SGL_RS11245,slr1689
SGL_RS11250,slr1690
SGL_RS11255,slr1691
SGL_RS11260,slr1692
SGL_RS11265,slr1693
SGL_RS11270,slr1694
SGL_RS11275,sll1553
SGL_RS11280,slr1697
SGL_RS11285,sll0921
SGL_RS11290,sll0920
SGL_RS11295,slr1004
SGL_RS11300,slr0935
SGL_RS11305,slr0936
SGL_RS11310,slr0937
SGL_RS11315,slr0938
SGL_RS11320,sll0916
SGL_RS11325,sll0915
SGL_RS11330,slr0940
SGL_RS11335,slr0941
SGL_RS11340,slr0942
SGL_RS11345,slr0943
SGL_RS11350,sll0914
SGL_RS11355,slr0944
SGL_RS11360,slr0945
SGL_RS11365,slr0946
SGL_RS11370,slr0947
SGL_RS11375,slr0948
SGL_RS11380,sll0913
SGL_RS11385,sll0912
SGL_RS11390,slr0949
SGL_RS11395,slr0950
SGL_RS11400,sll0911
SGL_RS11405,sll0910
SGL_RS11410,sll0909
SGL_RS11415,slr0951
SGL_RS11420,slr0952
SGL_RS11425,slr0953
SGL_RS11430,ssr1600
SGL_RS11435,slr0954
SGL_RS11440,slr0955
SGL_RS11445,slr0957
SGL_RS11450,slr0958
SGL_RS11455,sll0905
SGL_RS11460,slr0959
SGL_RS11465,slr0960
SGL_RS11470,sll1541
SGL_RS11475,ssr2723
